id	A	B	C	D	E	F	G
0	B2	B1	B1	B1	B1		
2	B2	A2	A2	B2			
3	B2	B2					
5	B	B2	B3	A2	A2	A1	A1
6		B2	B1	A1	A1		
7	B2	C2	C3	C2			
8		B2	A2	A2	A2		
9	B2	C2	C3	B3	B3	C2	C1
11		B2	B1	B1	B2	B2	B2
12	B2	A1	A1	A1	A1	B1	B1
13	B1	B1	B1				
14	B2	B1	B1	B1	C1	B2	B2
15		B2	C2	C2			
16	B2	B3	A3	B3	B2		
17	B2	B3	B3	B3	C2	C2	C2
18		B2	B3	B3			
19		B	B1	B1	B1	B1	C1
20	B2	A2	B2	B2			
21		B1	B1	B1	B1	B1	A1
22			B1	B1			
23	B	B2	A2	B2	C1	B2	B2
24	C2	C2	B3	B2	A2	A1	A2
25	C1	C1	B1	B1			
26	B2	A3	A2	B2	B1	C2	B2
27		B1	B1	C1	C1	B1	A1
28			B2	B2	B2	B2	A2
29		B2	B1	A1	A1	A1	
30	B1	B1	C1	C1	B2		
