timestamp,global_step,negotiation_id,sender_vehicle_id,recipient_vehicle_id,role,mechanism_step,agent_offer_number,taskA_id,taskA_ready_time,taskA_due_date,taskA_weight,taskB_id,taskB_ready_time,taskB_due_date,taskB_weight
2025-09-25T13:57:42.180765,1,0,0,2,A,0,1,72,0,1122,10,,,,
2025-09-25T13:57:42.206924,1,0,2,0,B,0,1,72,0,1122,10,58,471,534,30
2025-09-25T13:57:42.211605,1,1,0,14,A,0,1,72,0,1122,10,,,,
2025-09-25T13:57:42.216105,1,1,14,0,B,0,1,72,0,1122,10,74,353,412,50
2025-09-25T13:57:42.219050,1,2,0,7,A,0,1,72,0,1122,10,,,,
2025-09-25T13:57:42.220590,1,2,7,0,B,0,1,72,0,1122,10,16,0,1105,40
2025-09-25T13:57:42.238022,1,3,0,8,A,0,1,72,0,1122,10,,,,
2025-09-25T13:57:42.261147,1,3,8,0,B,0,1,72,0,1122,10,55,95,158,10
2025-09-25T13:57:42.278500,1,4,0,1,A,0,1,72,0,1122,10,,,,
2025-09-25T13:57:42.306806,1,4,1,0,B,0,1,72,0,1122,10,25,169,224,40
2025-09-25T13:57:42.309671,1,5,0,3,A,0,1,72,0,1122,10,,,,
2025-09-25T13:57:42.311186,1,5,3,0,B,0,1,72,0,1122,10,61,0,1123,10
2025-09-25T13:57:42.325347,1,6,0,10,A,0,1,72,0,1122,10,,,,
2025-09-25T13:57:42.348627,1,6,10,0,B,0,1,72,0,1122,10,44,359,412,10
2025-09-25T13:57:42.354940,1,7,0,11,A,0,1,72,0,1122,10,,,,
2025-09-25T13:57:42.360264,1,7,11,0,B,0,1,72,0,1122,10,85,0,1116,30
2025-09-25T13:57:42.371980,1,8,0,13,A,0,1,72,0,1122,10,,,,
2025-09-25T13:57:42.390098,1,8,13,0,B,0,1,72,0,1122,10,92,368,441,20
2025-09-25T13:57:42.391564,1,9,0,5,A,0,1,72,0,1122,10,,,,
2025-09-25T13:57:42.391699,1,9,5,0,B,0,1,72,0,1122,10,67,12,77,10
2025-09-25T13:57:42.406422,1,10,0,6,A,0,1,72,0,1122,10,,,,
2025-09-25T13:57:42.428911,1,10,6,0,B,0,1,72,0,1122,10,100,647,726,20
2025-09-25T13:57:42.446468,1,11,0,12,A,0,1,72,0,1122,10,,,,
2025-09-25T13:57:42.471581,1,11,12,0,B,0,1,72,0,1122,10,93,0,1102,40
2025-09-25T13:57:42.474580,1,12,0,7,A,0,1,87,85,144,20,,,,
2025-09-25T13:57:42.476046,1,12,7,0,B,0,1,87,85,144,20,16,0,1105,40
2025-09-25T13:57:42.492329,1,13,0,8,A,0,1,87,85,144,20,,,,
2025-09-25T13:57:42.514615,1,13,8,0,B,0,1,87,85,144,20,55,95,158,10
2025-09-25T13:57:42.516220,1,14,0,5,A,0,1,87,85,144,20,,,,
2025-09-25T13:57:42.516357,1,14,5,0,B,0,1,87,85,144,20,67,12,77,10
2025-09-25T13:57:42.531479,1,15,0,6,A,0,1,87,85,144,20,,,,
2025-09-25T13:57:42.551686,1,15,6,0,B,0,1,87,85,144,20,100,647,726,20
2025-09-25T13:57:42.569739,1,16,0,12,A,0,1,87,85,144,20,,,,
2025-09-25T13:57:42.584784,1,16,12,0,B,0,1,87,85,144,20,93,0,1102,40
2025-09-25T13:57:42.598161,1,17,0,9,A,0,1,87,85,144,20,,,,
2025-09-25T13:57:42.616418,1,17,9,0,B,0,1,87,85,144,20,15,384,429,40
2025-09-25T13:57:42.648772,1,18,1,12,A,0,1,5,0,1130,10,,,,
2025-09-25T13:57:42.674773,1,18,12,1,B,0,1,5,0,1130,10,93,0,1102,40
2025-09-25T13:57:42.677615,1,18,1,12,A,1,2,5,0,1130,10,,,,
2025-09-25T13:57:42.677698,1,18,12,1,B,1,2,5,0,1130,10,19,0,1106,10
2025-09-25T13:57:42.708228,1,19,1,9,A,0,1,5,0,1130,10,,,,
2025-09-25T13:57:42.726517,1,19,9,1,B,0,1,5,0,1130,10,15,384,429,40
2025-09-25T13:57:42.728834,1,19,1,9,A,1,2,5,0,1130,10,,,,
2025-09-25T13:57:42.728884,1,19,9,1,B,1,2,5,0,1130,10,14,0,1106,10
2025-09-25T13:57:42.748628,1,20,1,3,A,0,1,5,0,1130,10,,,,
2025-09-25T13:57:42.750171,1,20,3,1,B,0,1,5,0,1130,10,61,0,1123,10
2025-09-25T13:57:42.780133,1,21,1,10,A,0,1,5,0,1130,10,,,,
2025-09-25T13:57:42.802526,1,21,10,1,B,0,1,5,0,1130,10,44,359,412,10
2025-09-25T13:57:42.834050,1,22,1,6,A,0,1,5,0,1130,10,,,,
2025-09-25T13:57:42.856247,1,22,6,1,B,0,1,5,0,1130,10,100,647,726,20
2025-09-25T13:57:42.886476,1,23,1,4,A,0,1,5,0,1130,10,,,,
2025-09-25T13:57:42.906163,1,23,4,1,B,0,1,5,0,1130,10,76,203,260,10
2025-09-25T13:57:42.928399,1,24,1,11,A,0,1,5,0,1130,10,,,,
2025-09-25T13:57:42.933511,1,24,11,1,B,0,1,5,0,1130,10,85,0,1116,30
2025-09-25T13:57:42.936133,1,24,1,11,A,1,2,5,0,1130,10,,,,
2025-09-25T13:57:42.936182,1,24,11,1,B,1,2,5,0,1130,10,50,0,1123,10
2025-09-25T13:57:42.954190,1,25,1,5,A,0,1,5,0,1130,10,,,,
2025-09-25T13:57:42.954382,1,25,5,1,B,0,1,5,0,1130,10,67,12,77,10
2025-09-25T13:57:42.980809,1,26,1,13,A,0,1,5,0,1130,10,,,,
2025-09-25T13:57:42.998619,1,26,13,1,B,0,1,5,0,1130,10,92,368,441,20
2025-09-25T13:57:43.032970,1,27,1,12,A,0,1,10,0,1129,10,,,,
2025-09-25T13:57:43.057721,1,27,12,1,B,0,1,10,0,1129,10,93,0,1102,40
2025-09-25T13:57:43.060419,1,27,1,12,A,1,2,10,0,1129,10,,,,
2025-09-25T13:57:43.060473,1,27,12,1,B,1,2,10,0,1129,10,19,0,1106,10
2025-09-25T13:57:43.090463,1,28,1,9,A,0,1,10,0,1129,10,,,,
2025-09-25T13:57:43.108756,1,28,9,1,B,0,1,10,0,1129,10,15,384,429,40
2025-09-25T13:57:43.111384,1,28,1,9,A,1,2,10,0,1129,10,,,,
