id	A	B	C	D	E	F	G
0	A1	B2	C3	C2	C2	B1	B2
1	B2	B2	B3	B3	B3	B3	A3
2	A1	A1	A1	A2	A3	B2	B2
4	A1	B2	B2	B1	B1		
5		B1	A1	A1			
6	B1	B2					
8	B	A1	A1	A1			
9	B2	B1	A1	A1	A2	B2	B1
10	A1	A1	B1	B1	C2	B1	A1
11	B2	C2	C2	C3	C3	B3	B2
12	B2	A2	A2	A3	A3	A1	B2
13	B1	C1	C2	C2	B2	A2	B2
14	B2	C1	C1	C2			
15	B2	B2	B2	B1	A2	B3	B2
16	B2	C1	C1	C2	B3	B2	A1
17		B2	B2	B2	B2	B1	B1
18	B2	C3	C3	B2			
19			A2	A2	A2		
20	B1	C1	C1	C1	B1	A1	C1
21	B2	B3	A3	A3	A2	B1	A1
22	A2	B3	B3	B3	B3	B2	A3
23	A2	A2	A2	A2	B2		
24		B2	B1	B1			
25			B2	B1			
