id	A	B	C	D	E	F	G
0	B2	C3	C3	C3	B3	B3	B2
1		B1	A1	A1			
2	B1	B1	B1	B2			
3	B2	C1	C1	C1	C1		
4	B2	B2	B2	B1	B1		
5	B3	B3	A2	A2	A1	A1	
6	A1	A1	A1	A2	A2		
7		B2	B1	B1			
8	B1	A1	B1	B1	B1	B2	B2
9	B2	B2	B2	A2	A3	B2	B1
10	B2	C1	C1	C1	C2		
11	B2	A2	A3	A2	B2		
12	B3	C2	C2	C2	B2	A1	B2
13	B	A1	A1	A1	A1	B2	B2
14	B1	A2	A2	A1	A1	B2	
15	B2	B2	B1	A2	A2	A2	A1
16	A2	A2	B2	B3	B3	A2	B2
17	B2	B2	A3	A3			
18	B2	C2	B1	B1	B1	B2	A3
19	B2	A3	A2	A2	A3	B3	B2
20			B2	B2	B2	B2	
21	B2	A2	A2	B2	C2	C3	B3
22	B1	C1	B1	B2	A2	B2	B2
