id	A	B	C	D	E	F	G
0	A1	A2	B2	B2			
1	B2	A1	B2	C2	B2		
2		B2	B2	A2	A2	A2	B1
3		B2	B1	B1	B1	C1	
4	B1	B1	C2	C3	B2		
5	A2	A2	A1	A1	A1	B2	B2
6	B2						
7	A3	B2	C1	C1	B2		
8	C2	C2	B2	B2	A2	A2	B2
9	B2	B3	B3	B2	B1	B2	A2
10	B3	B2	B1	B1	B1	B2	B2
11	B2	B1	B1	B1	A2	A3	B2
12	B	B2	A2	A1	A1	B1	B1
13	B2	A3	A2	A2	A2	A1	B2
14	B2	B1	B1	B2			
15	A2	A1	B1	B2			
16	A3	A3	A2	A1	A1	B1	
17	C2	B1	B1	B1	A1	B2	B2
18	B2	C2	C2	B2			
19	B2	A2	A2	A2	B1	B1	B1
20	C2	C2	C2	C2	C1	C1	B1
21		B2	B1	B1	B1	C1	
22	B2	B2	B3	A2	A1	A1	
23	A2	B3	B3	A3	B3	B2	B2
24	B2	B1	B1	B1	C1		
25	B2	C1	C1	B1	B1	B1	
26		B2	B1	B1			
27				B2	B2		
