id	A	B	C	D	E	F	G
1		B2	C2	C2			
2		B2	B2	A2	A2		
4	C2	C3	C3	C2	B2		
5	A2	A1	A1	A1	A1	B2	
7				B2	C1	C1	
8	B	B2	A2	A2	B2	B2	C1
9	B2	B3	B3	B2	B1	C1	B1
10	B3	B2	B1	B1	B1	B2	B2
11			B1	B1	B1	B1	A2
12	B2	B2	B3	A2	A1	A1	B1
13	B2	A3	A2	B2	B2	A2	A2
15	A1	B1					
16	A3	A3	A2	A1	A2	A2	A2
17	B3	B3	A2	A1	A1	B2	B2
18	B2	C2	B2				
19	B2	A2	A2	A2	B1	B1	B1
20	C2	C2	C2	C2	C1	C2	B2
21		B2	B1	B1	B1	C1	
22		B2	B1	B1	B1		
23	A2	B3	B3	A3	B3	B2	A1
24	B2	B1	B1	C1	C1		
25	B2	B2	B1	B1	B1	B1	C2
26		B2	B1	B1			
27				B2	B2		
