id	A	B	C	D	E	F	G
2	C2	C2	B2	B2	B2		
4		B2	A2	A2	A2		
5	B	B2	A2	B1	B1	B1	C1
6	B2	A3	B3	A2	B2		
7			B2	B1	B1		
8	B2	A2	A2	A3	B3	B2	
9		B2	B2	B3	B3		
10	B2	B2	A2	A2	A1	A1	A2
11		B2	B3	B2	B1		
12	B1	B1	B1	B2			
13	B2	C2	C2	C2	B2	B2	B2
15	B2	B1	C1	C1	C1	B2	B2
16	B2	B1	B1	B1			
17		B2	B1	B1	B1	A1	B1
18		B2	B1	B1	B1	B2	B2
19	B2	C1	C1	B2	C1	B2	B2
20	B2	B3	A3	B3	B2	B2	A2
21	B2	B3	B3	A3	B3	B2	C2
22	B2	B1	B1	A1	B1	A1	A1
23	B2	C2	B2	B1	B1	B1	B1
24	B2	A2	A2	A2	B3	A3	A2
25	B2	B1	B1	A2	A2	A2	A2
26	C1	C1	C1	C1	B2		
27	B2	C2	C2	C2	C2	B2	B2
28				B2	B2	B2	B2
