id	A	B	C	D	E	F	G
0		B2	B2	C3	C3	B2	
1	B1	C1	B1				
2	B2	A1	A1	B2	B2	B2	C2
3	A2	A1	B1	B1	B2	B2	
4			A2	A2			
5	B	A1	A1	A1			
6	A1	B2					
7	B2	A1	B2	C2	C2	B2	B2
9	B2	B3	B3	A2	A2	B3	A2
10	B2	A3	A3	B3	B2		
11	A2	A2	A1	B1	B1	B2	
12	B2	C1	C1	C2	C2	B2	A2
13	A1	A1	A1	B1	B1		
14	B2	C3	C3	C2	B3	B3	B2
15	B2	A2	A2	B2	B1	A1	A2
16	B2	B2	B2	B1	A1	A1	A1
17	B2	C1	C1	B1	A1	A1	B1
18		B1	A1	A1	B1	C2	
19	A1	B1	A2	A2	B2	B2	
20	B2	A2	A2	A3	A3	A3	B3
21		B2	B1	B1	B1	B1	B1
22	B1	B1	C1	C1	C1	C1	B1
23		A2	A2	A2	B2	C3	B2
24		B2	B2	B2	C3	C3	B2
25		B2	A1	A1	A1	A2	
26	B2	C2	C3	B2	A1	A1	B1
