timestamp,global_step,negotiation_id,sender_vehicle_id,recipient_vehicle_id,role,mechanism_step,agent_offer_number,taskA_id,taskA_ready_time,taskA_due_date,taskA_weight,taskB_id,taskB_ready_time,taskB_due_date,taskB_weight
2026-01-16T16:38:21.610624,1,0,0,1,A,0,1,22,12,505,20,,,,
2026-01-16T16:38:21.610742,1,0,1,0,B,0,1,22,12,505,20,75,15,607,20
2026-01-16T16:38:21.610971,1,0,0,1,A,1,2,22,12,505,20,,,,
2026-01-16T16:38:21.611033,1,0,1,0,B,1,2,22,12,505,20,5,15,402,10
2026-01-16T16:38:21.611229,1,0,0,1,A,2,3,22,12,505,20,,,,
2026-01-16T16:38:21.611288,1,0,1,0,B,2,3,22,12,505,20,27,93,484,10
2026-01-16T16:38:21.611483,1,0,0,1,A,3,4,22,12,505,20,,,,
2026-01-16T16:38:21.611545,1,0,1,0,B,3,4,22,12,505,20,29,168,787,10
2026-01-16T16:38:21.611747,1,0,0,1,A,4,5,22,12,505,20,,,,
2026-01-16T16:38:21.611809,1,0,1,0,B,4,5,22,12,505,20,6,331,822,20
2026-01-16T16:38:21.611998,1,0,0,1,A,5,6,22,12,505,20,,,,
2026-01-16T16:38:21.612054,1,0,1,0,B,5,6,22,12,505,20,61,223,738,10
2026-01-16T16:38:21.612241,1,0,0,1,A,6,7,22,12,505,20,,,,
2026-01-16T16:38:21.612297,1,0,1,0,B,6,7,22,12,505,20,92,518,1029,20
2026-01-16T16:38:21.612490,1,0,0,1,A,7,8,22,12,505,20,,,,
2026-01-16T16:38:21.612548,1,0,1,0,B,7,8,22,12,505,20,33,499,1030,40
2026-01-16T16:38:21.612741,1,0,0,1,A,8,9,22,12,505,20,,,,
2026-01-16T16:38:21.612801,1,0,1,0,B,8,9,22,12,505,20,31,585,1136,20
2026-01-16T16:38:21.612991,1,0,0,1,A,9,10,22,12,505,20,,,,
2026-01-16T16:38:21.613048,1,0,1,0,B,9,10,22,12,505,20,65,704,1197,10
2026-01-16T16:38:21.614947,1,1,0,4,A,0,1,22,12,505,20,,,,
2026-01-16T16:38:21.700251,1,1,4,0,B,0,1,22,12,505,20,8,2653,3280,20
2026-01-16T16:38:21.700492,1,1,0,4,A,1,2,22,12,505,20,,,,
2026-01-16T16:38:21.700558,1,1,4,0,B,1,2,22,12,505,20,79,2505,2870,10
2026-01-16T16:38:21.700768,1,1,0,4,A,2,3,22,12,505,20,,,,
2026-01-16T16:38:21.700832,1,1,4,0,B,2,3,22,12,505,20,42,2529,2962,20
2026-01-16T16:38:21.701026,1,1,0,4,A,3,4,22,12,505,20,,,,
2026-01-16T16:38:21.701085,1,1,4,0,B,3,4,22,12,505,20,73,2169,2818,10
2026-01-16T16:38:21.701278,1,1,0,4,A,4,5,22,12,505,20,,,,
2026-01-16T16:38:21.701336,1,1,4,0,B,4,5,22,12,505,20,71,2079,2532,20
2026-01-16T16:38:21.701525,1,1,0,4,A,5,6,22,12,505,20,,,,
2026-01-16T16:38:21.701583,1,1,4,0,B,5,6,22,12,505,20,17,2143,2638,20
2026-01-16T16:38:21.701788,1,1,0,4,A,6,7,22,12,505,20,,,,
2026-01-16T16:38:21.701850,1,1,4,0,B,6,7,22,12,505,20,86,1604,2027,10
2026-01-16T16:38:21.702044,1,1,0,4,A,7,8,22,12,505,20,,,,
2026-01-16T16:38:21.702101,1,1,4,0,B,7,8,22,12,505,20,4,1154,1527,10
2026-01-16T16:38:21.702289,1,1,0,4,A,8,9,22,12,505,20,,,,
2026-01-16T16:38:21.702346,1,1,4,0,B,8,9,22,12,505,20,30,170,595,10
2026-01-16T16:38:21.702534,1,1,0,4,A,9,10,22,12,505,20,,,,
2026-01-16T16:38:21.702592,1,1,4,0,B,9,10,22,12,505,20,24,23,368,10
2026-01-16T16:38:21.705771,1,2,0,2,A,0,1,22,12,505,20,,,,
2026-01-16T16:38:21.705851,1,2,2,0,B,0,1,22,12,505,20,20,10,645,10
2026-01-16T16:38:21.706055,1,2,0,2,A,1,2,22,12,505,20,,,,
2026-01-16T16:38:21.706114,1,2,2,0,B,1,2,22,12,505,20,62,18,474,20
2026-01-16T16:38:21.706310,1,2,0,2,A,2,3,22,12,505,20,,,,
2026-01-16T16:38:21.706368,1,2,2,0,B,2,3,22,12,505,20,72,131,644,10
2026-01-16T16:38:21.706559,1,2,0,2,A,3,4,22,12,505,20,,,,
2026-01-16T16:38:21.706619,1,2,2,0,B,3,4,22,12,505,20,74,87,498,50
2026-01-16T16:38:21.706813,1,2,0,2,A,4,5,22,12,505,20,,,,
2026-01-16T16:38:21.706874,1,2,2,0,B,4,5,22,12,505,20,1,213,568,10
2026-01-16T16:38:21.707059,1,2,0,2,A,5,6,22,12,505,20,,,,
2026-01-16T16:38:21.707117,1,2,2,0,B,5,6,22,12,505,20,97,397,956,30
2026-01-16T16:38:21.707307,1,2,0,2,A,6,7,22,12,505,20,,,,
2026-01-16T16:38:21.707365,1,2,2,0,B,6,7,22,12,505,20,98,839,1276,20
2026-01-16T16:38:21.707554,1,2,0,2,A,7,8,22,12,505,20,,,,
2026-01-16T16:38:21.707610,1,2,2,0,B,7,8,22,12,505,20,49,812,1281,10
2026-01-16T16:38:21.707805,1,2,0,2,A,8,9,22,12,505,20,,,,
2026-01-16T16:38:21.707866,1,2,2,0,B,8,9,22,12,505,20,37,772,1329,20
2026-01-16T16:38:21.708051,1,2,0,2,A,9,10,22,12,505,20,,,,
2026-01-16T16:38:21.708108,1,2,2,0,B,9,10,22,12,505,20,34,1190,1661,20
2026-01-16T16:38:21.711181,1,3,0,1,A,0,1,93,8,509,40,,,,
2026-01-16T16:38:21.711257,1,3,1,0,B,0,1,93,8,509,40,75,15,607,20
2026-01-16T16:38:21.711462,1,3,0,1,A,1,2,93,8,509,40,,,,
2026-01-16T16:38:21.711521,1,3,1,0,B,1,2,93,8,509,40,5,15,402,10
2026-01-16T16:38:21.711710,1,3,0,1,A,2,3,93,8,509,40,,,,
2026-01-16T16:38:21.711780,1,3,1,0,B,2,3,93,8,509,40,27,93,484,10
2026-01-16T16:38:21.711976,1,3,0,1,A,3,4,93,8,509,40,,,,
2026-01-16T16:38:21.712033,1,3,1,0,B,3,4,93,8,509,40,29,168,787,10
2026-01-16T16:38:21.712222,1,3,0,1,A,4,5,93,8,509,40,,,,
2026-01-16T16:38:21.712279,1,3,1,0,B,4,5,93,8,509,40,6,331,822,20
2026-01-16T16:38:21.712466,1,3,0,1,A,5,6,93,8,509,40,,,,
2026-01-16T16:38:21.712522,1,3,1,0,B,5,6,93,8,509,40,61,223,738,10
2026-01-16T16:38:21.712707,1,3,0,1,A,6,7,93,8,509,40,,,,
2026-01-16T16:38:21.712771,1,3,1,0,B,6,7,93,8,509,40,92,518,1029,20
2026-01-16T16:38:21.713001,1,3,0,1,A,7,8,93,8,509,40,,,,
2026-01-16T16:38:21.713060,1,3,1,0,B,7,8,93,8,509,40,33,499,1030,40
2026-01-16T16:38:21.713249,1,3,0,1,A,8,9,93,8,509,40,,,,
2026-01-16T16:38:21.713306,1,3,1,0,B,8,9,93,8,509,40,31,585,1136,20
2026-01-16T16:38:21.713491,1,3,0,1,A,9,10,93,8,509,40,,,,
2026-01-16T16:38:21.713547,1,3,1,0,B,9,10,93,8,509,40,65,704,1197,10
2026-01-16T16:38:21.715404,1,4,0,4,A,0,1,93,8,509,40,,,,
2026-01-16T16:38:21.798283,1,4,4,0,B,0,1,93,8,509,40,8,2653,3280,20
2026-01-16T16:38:21.798521,1,4,0,4,A,1,2,93,8,509,40,,,,
2026-01-16T16:38:21.798588,1,4,4,0,B,1,2,93,8,509,40,79,2505,2870,10
2026-01-16T16:38:21.798797,1,4,0,4,A,2,3,93,8,509,40,,,,
2026-01-16T16:38:21.798860,1,4,4,0,B,2,3,93,8,509,40,42,2529,2962,20
2026-01-16T16:38:21.799057,1,4,0,4,A,3,4,93,8,509,40,,,,
2026-01-16T16:38:21.799115,1,4,4,0,B,3,4,93,8,509,40,73,2169,2818,10
2026-01-16T16:38:21.799308,1,4,0,4,A,4,5,93,8,509,40,,,,
2026-01-16T16:38:21.799366,1,4,4,0,B,4,5,93,8,509,40,71,2079,2532,20
2026-01-16T16:38:21.799555,1,4,0,4,A,5,6,93,8,509,40,,,,
2026-01-16T16:38:21.799612,1,4,4,0,B,5,6,93,8,509,40,17,2143,2638,20
2026-01-16T16:38:21.799819,1,4,0,4,A,6,7,93,8,509,40,,,,
2026-01-16T16:38:21.799881,1,4,4,0,B,6,7,93,8,509,40,86,1604,2027,10
2026-01-16T16:38:21.800072,1,4,0,4,A,7,8,93,8,509,40,,,,
2026-01-16T16:38:21.800130,1,4,4,0,B,7,8,93,8,509,40,4,1154,1527,10
2026-01-16T16:38:21.800320,1,4,0,4,A,8,9,93,8,509,40,,,,
2026-01-16T16:38:21.800382,1,4,4,0,B,8,9,93,8,509,40,30,170,595,10
2026-01-16T16:38:21.800575,1,4,0,4,A,9,10,93,8,509,40,,,,
2026-01-16T16:38:21.800633,1,4,4,0,B,9,10,93,8,509,40,24,23,368,10
2026-01-16T16:38:21.803791,1,5,0,2,A,0,1,93,8,509,40,,,,
2026-01-16T16:38:21.803870,1,5,2,0,B,0,1,93,8,509,40,20,10,645,10
2026-01-16T16:38:21.804073,1,5,0,2,A,1,2,93,8,509,40,,,,
2026-01-16T16:38:21.804132,1,5,2,0,B,1,2,93,8,509,40,62,18,474,20
2026-01-16T16:38:21.804331,1,5,0,2,A,2,3,93,8,509,40,,,,
2026-01-16T16:38:21.804389,1,5,2,0,B,2,3,93,8,509,40,72,131,644,10
2026-01-16T16:38:21.804578,1,5,0,2,A,3,4,93,8,509,40,,,,
2026-01-16T16:38:21.804635,1,5,2,0,B,3,4,93,8,509,40,74,87,498,50
2026-01-16T16:38:21.804833,1,5,0,2,A,4,5,93,8,509,40,,,,
2026-01-16T16:38:21.804894,1,5,2,0,B,4,5,93,8,509,40,1,213,568,10
2026-01-16T16:38:21.805081,1,5,0,2,A,5,6,93,8,509,40,,,,
2026-01-16T16:38:21.805138,1,5,2,0,B,5,6,93,8,509,40,97,397,956,30
2026-01-16T16:38:21.805328,1,5,0,2,A,6,7,93,8,509,40,,,,
2026-01-16T16:38:21.805384,1,5,2,0,B,6,7,93,8,509,40,98,839,1276,20
2026-01-16T16:38:21.805570,1,5,0,2,A,7,8,93,8,509,40,,,,
2026-01-16T16:38:21.805627,1,5,2,0,B,7,8,93,8,509,40,49,812,1281,10
2026-01-16T16:38:21.805827,1,5,0,2,A,8,9,93,8,509,40,,,,
2026-01-16T16:38:21.805887,1,5,2,0,B,8,9,93,8,509,40,37,772,1329,20
2026-01-16T16:38:21.806073,1,5,0,2,A,9,10,93,8,509,40,,,,
2026-01-16T16:38:21.806129,1,5,2,0,B,9,10,93,8,509,40,34,1190,1661,20
2026-01-16T16:38:21.809211,1,6,0,1,A,0,1,2,22,563,30,,,,
2026-01-16T16:38:21.809306,1,6,1,0,B,0,1,2,22,563,30,75,15,607,20
2026-01-16T16:38:21.809508,1,6,0,1,A,1,2,2,22,563,30,,,,
2026-01-16T16:38:21.809567,1,6,1,0,B,1,2,2,22,563,30,5,15,402,10
2026-01-16T16:38:21.809767,1,6,0,1,A,2,3,2,22,563,30,,,,
2026-01-16T16:38:21.809828,1,6,1,0,B,2,3,2,22,563,30,27,93,484,10
2026-01-16T16:38:21.810022,1,6,0,1,A,3,4,2,22,563,30,,,,
2026-01-16T16:38:21.810079,1,6,1,0,B,3,4,2,22,563,30,29,168,787,10
2026-01-16T16:38:21.810276,1,6,0,1,A,4,5,2,22,563,30,,,,
2026-01-16T16:38:21.810333,1,6,1,0,B,4,5,2,22,563,30,6,331,822,20
2026-01-16T16:38:21.810519,1,6,0,1,A,5,6,2,22,563,30,,,,
2026-01-16T16:38:21.810575,1,6,1,0,B,5,6,2,22,563,30,61,223,738,10
2026-01-16T16:38:21.810774,1,6,0,1,A,6,7,2,22,563,30,,,,
2026-01-16T16:38:21.810834,1,6,1,0,B,6,7,2,22,563,30,92,518,1029,20
2026-01-16T16:38:21.811057,1,6,0,1,A,7,8,2,22,563,30,,,,
2026-01-16T16:38:21.811114,1,6,1,0,B,7,8,2,22,563,30,33,499,1030,40
2026-01-16T16:38:21.811301,1,6,0,1,A,8,9,2,22,563,30,,,,
2026-01-16T16:38:21.811357,1,6,1,0,B,8,9,2,22,563,30,31,585,1136,20
2026-01-16T16:38:21.811546,1,6,0,1,A,9,10,2,22,563,30,,,,
2026-01-16T16:38:21.811603,1,6,1,0,B,9,10,2,22,563,30,65,704,1197,10
2026-01-16T16:38:21.813451,1,7,0,4,A,0,1,2,22,563,30,,,,
2026-01-16T16:38:21.860206,1,8,0,2,A,0,1,2,22,563,30,,,,
2026-01-16T16:38:21.860291,1,8,2,0,B,0,1,2,22,563,30,20,10,645,10
2026-01-16T16:38:21.860498,1,8,0,2,A,1,2,2,22,563,30,,,,
2026-01-16T16:38:21.860557,1,8,2,0,B,1,2,2,22,563,30,62,18,474,20
2026-01-16T16:38:21.860756,1,8,0,2,A,2,3,2,22,563,30,,,,
2026-01-16T16:38:21.860821,1,8,2,0,B,2,3,2,22,563,30,72,131,644,10
2026-01-16T16:38:21.861053,1,8,0,2,A,3,4,2,22,563,30,,,,
2026-01-16T16:38:21.861112,1,8,2,0,B,3,4,2,22,563,30,74,87,498,50
2026-01-16T16:38:21.861301,1,8,0,2,A,4,5,2,22,563,30,,,,
2026-01-16T16:38:21.861357,1,8,2,0,B,4,5,2,22,563,30,1,213,568,10
2026-01-16T16:38:21.861553,1,8,0,2,A,5,6,2,22,563,30,,,,
2026-01-16T16:38:21.861610,1,8,2,0,B,5,6,2,22,563,30,97,397,956,30
2026-01-16T16:38:21.861810,1,8,0,2,A,6,7,2,22,563,30,,,,
2026-01-16T16:38:21.861870,1,8,2,0,B,6,7,2,22,563,30,98,839,1276,20
2026-01-16T16:38:21.862061,1,8,0,2,A,7,8,2,22,563,30,,,,
2026-01-16T16:38:21.862117,1,8,2,0,B,7,8,2,22,563,30,49,812,1281,10
2026-01-16T16:38:21.862301,1,8,0,2,A,8,9,2,22,563,30,,,,
2026-01-16T16:38:21.862357,1,8,2,0,B,8,9,2,22,563,30,37,772,1329,20
2026-01-16T16:38:21.862547,1,8,0,2,A,9,10,2,22,563,30,,,,
2026-01-16T16:38:21.862604,1,8,2,0,B,9,10,2,22,563,30,34,1190,1661,20
2026-01-16T16:38:21.865705,1,9,0,1,A,0,1,100,373,790,20,,,,
2026-01-16T16:38:21.865788,1,9,1,0,B,0,1,100,373,790,20,75,15,607,20
2026-01-16T16:38:21.865990,1,9,0,1,A,1,2,100,373,790,20,,,,
2026-01-16T16:38:21.866052,1,9,1,0,B,1,2,100,373,790,20,5,15,402,10
2026-01-16T16:38:21.866241,1,9,0,1,A,2,3,100,373,790,20,,,,
2026-01-16T16:38:21.866297,1,9,1,0,B,2,3,100,373,790,20,27,93,484,10
2026-01-16T16:38:21.866488,1,9,0,1,A,3,4,100,373,790,20,,,,
2026-01-16T16:38:21.866544,1,9,1,0,B,3,4,100,373,790,20,29,168,787,10
2026-01-16T16:38:21.866742,1,9,0,1,A,4,5,100,373,790,20,,,,
2026-01-16T16:38:21.866802,1,9,1,0,B,4,5,100,373,790,20,6,331,822,20
2026-01-16T16:38:21.866991,1,9,0,1,A,5,6,100,373,790,20,,,,
2026-01-16T16:38:21.867046,1,9,1,0,B,5,6,100,373,790,20,61,223,738,10
2026-01-16T16:38:21.867231,1,9,0,1,A,6,7,100,373,790,20,,,,
2026-01-16T16:38:21.867287,1,9,1,0,B,6,7,100,373,790,20,92,518,1029,20
2026-01-16T16:38:21.867754,1,9,0,1,A,7,8,100,373,790,20,,,,
