id	A	B	C	D	E	F	G
0	B2	B2	B3	A3	B3	B2	
1		B2	B1	A1	A1		
2	B2	B1	B1	C1	B1	B1	A1
3		B1	B1	B1			
4			B1	B1	B1		
5		B2	B1	B1	B2	B2	A2
6	B2	A2	A2	A2	A2	B3	B3
7		B2	B1	B1			
8		B2	B3	B3			
9	B1	B1	B1	C1	C2	B2	
10		B2	C2	C2	C2		
11	B2	A2	A2	A2	A2	B2	B2
12		B2	C2	C2	C2	C3	C2
13			B1	B1	B1		
14	B2	C2	C2	C2	C1	B2	
15	C2	C2	B1	B1	B1	C2	B2
16	B2	B3	B3	B2			
17	B2	B3	A3	A2	A1	B2	
18	B2	A1	A1	A1	A1	A2	B2
19	B2	B3	A3	A3	B2		
20	B2	B1	B1	C1	C1	B1	B1
21		B	B1	B1	B1	A1	A2
22	B2	C2	B3	B2	C1	C1	
23	C1	C1	C1	B2			
24	B	B2	A2	B2	A2	A1	A1
25		B2	A2	A2	A2	B2	C1
26	B2	A2	A2	A2	B2		
27	B2	B3	A3	B3	B2	B1	
28	B2	B1	B1	B1	B2		
29			B2	A2	A2		
30				B2	A2	A2	A2
