id	A	B	C	D	E	F	G
0	B2	C2	B2	A1	B2		
1		B2	C2	C2			
2	B2	B3	B3	B2			
3		B2	C1	C1	C1		
4		B1	B1	B1	B1		
5		B2	B2	B3	B3		
6			B2	C2	C3	C3	
7		B2	A2	A2	A2	A3	A2
8				B1	B1	B1	B1
10	B2	A3	A3	A2	A2	A2	A2
11	B2	B1	B1	A1	A1	A1	B2
12	B2	A1	A1	B1	B2	B2	B2
13	B2	C2	C2	C2	B2	B2	A2
14	B	B2	A2	A2	A1	A1	A1
15	B2	B2	A2	A2	A1	A2	A2
17	B1	B1	B1	B2			
18	B1	B1	B1	A1	A2	A1	A1
19	B2	A3	B3	A3	B3	B2	B2
20	B2	B2	B3	A3	A3	B2	
21	B2	C1	C1	B2	C1	B1	B2
22	B2	C2	C3	C3	C2	B2	
23		B2	B3	B2	B2	B2	A2
24	C1	C1	C1	C1	B1	B1	B1
25	B2	B2	B1	B1	A2	B1	A1
26	B2	B1	B1	B1	B2	B2	
27				B2	B1		
