id	A	B	C	D	E	F	G
0	B1	A2	A3	A3	A3	B2	
1	C2	C3	B3	A3	A3	B2	B1
2	B1	C1	C1	C1	B2	B3	B2
3	B3	A2	A2	A3	B3	B2	
4		B2	B2	A2	A2	A2	A2
5	B1	B2					
6	B2	C3	C2	C3	C2	C3	B3
7	B2	A1	A1	B1	B1	C2	B1
8	B2	A3	A2	B1	B1	B1	B1
9	A2	A2	A1	A1	A2	A1	B2
10	B2	B1	B1	B1	A1	A1	B2
11		B2	C2	C2			
12	A1	B1	B1	B1			
13	A2	A1	A1	B1	C2	C2	B2
14		B2	C2	C2	C1		
15	B1	B1	B1	B1	B1	C1	B1
16	A2	A2	A2	A3	A2	A2	B3
17	B2	A1	B2				
18			A2	A2	A2	A2	C2
19	B2	C3	C3	C3	C2	C2	A2
20		A2	A3	A3	A1		
21	B2	C1	B2	B3	C3	C3	B2
22		B2	B2				
23	A2	A1	B2				
24		B2	C1	C1	B1		
25		B2	A3	A3	A3		
26	B2	C1	C1	C1	B2		
