id	A	B	C	D	E	F	G
0	A2	A3	A3	A3	A3	B2	
1			B2	C3	C3	B3	A3
2	C1	C1	C1	C1	B2	B2	
3	B3	A3	A3	A3	B3	B2	A2
4	B2	A2	A2	A2	A2	A2	B2
5	B1	B2					
6	B3	B2	C2	C2	C3	B2	
7	C2	B2	B1	A1	A1	A1	
8	C3	B1	B1	B1	B1	B2	
9	A2	A2	A1	A1	A1	A2	B2
10		B2	A1	A1	B1	B2	B1
11	B2	C3	C2	B2			
12	A1	B1	B1	B1	B2		
13		B2	B2	B2	A2	A1	A1
14		B2	C2	C2	C1		
15	B3	A1	B1	B1	B1	B1	B2
16	B2	A3	A2	A2	A3	A2	A2
17	B1	B1	B2	B2			
18			A2	A2	A2	A2	C2
19	B2	C3	C3	C3	C2	C2	B1
20		A2	A3	A3	A1		
21	B2	C1	C2	C3	C3	B3	B2
22		B2	B2				
23	A2	A1	B2				
24		B2	C1	C1	B1		
25		B2	A3	A3	A3		
26	B2	C1	C1	C1	B2		
