id	A	B	C	D	E	F	G
1			B2	C2	C3	C3	C3
3			B2	A2	A2	A2	A2
4		B2	B2	B3	B3		
5			B2	A2	A2	B3	B2
6		B2	C1	C1	C1		
7	B2	C2	C2	C2			
8	B2	B2	C1	C1	C1	B2	
9			B1	A1	A1	A1	
10			B2	B2			
11	B	B2	A2	A2	A2	A2	A2
12	B2	A1	A1	A1	B2		
13			B2	B2	B2	B2	B3
15	B2	A3	B3	B3	A3	B3	B2
16	B2	C2	B1	B1	B2	C2	C2
17		B2	B3	A3	A3	B3	
18	C1	C1	C1	C1	B1	B1	B2
19	C2	C2	C2	C3	B2	A2	B2
20	B2	B1	B1	B1			
21	B2	B2	B3	B3	A3	B3	A3
22	B2	A2	A2	B1	A1	A2	B1
23		B2	C2	C2			
25	B2	B1	B1	A1	A1	B2	C2
26	B1	B1	B1	B2	B2	C1	B1
27	B2	C1	C1				
