id	A	B	C	D	E	F	G
0	C3	C3	B2	A2	A2	A2	B2
1	B2	C1	C1	C1	C1	B1	B2
2	B2	B2	C3	C2	B2	A1	B2
3	B2	C3	C3	B3	B3	B2	
4	A2	A1	A2	A3	A3	A2	A2
5	B2	C3	C2	B1	B1	B1	A1
6			B2	B3	B3	A2	
7	B1	C1	B2	C2	C3	B2	B2
8	B1	B1	A1	A1	A1		
9	B2	C1	C1	C1	C1	C2	
10	A2	A3	A2	B2			
11	B1	B1	B1	C2	B1	B2	A2
12	A1						
13		B2	B2	A1			
14	B	A2	A2	A2	A1	A1	
15	B2	A2	A2	A2			
16	A1	B2					
17	A1	A2	B2	A3	A3	A3	B2
18	B2	A2	A1	A1	A1	B2	C2
19	B1	A2	B2				
20		B2	A1	A1	A1	B1	
21	A2	A3	A3	B2			
22	B2	A3	A3	B2	B1	B1	B2
23		B2	C2	C2	B2	A3	
24		B2	B3	B3			
26		B2	B2	A2	A2	B2	
27		B2	C1	C1	B1	B1	A2
28				B2	A1	A1	A1
29		B2	B2	B2	B2		
30		B2	B2	C2	C2	B3	B3
