id	A	B	C	D	E	F	G
0		B2	B1	B1			
1	C1	B1	A1	A1	B2	B2	
2		B2	C1	C1	C1		
3	B2	B3	B3	B2			
4		B2	C2	C2			
5			B2	A2			
6	B2	B2	A1	B1	B1	B2	
7	B2	C2	B2	B1	C1	C1	C2
8	B2	A1	A1	A1	A1	A1	B2
9	B2	C2	C2	C1	B1	A1	A1
10		B2	B1	B1			
11	B2	B2	B3	A2	A2	A2	A1
12	A2	A3	A3	B3	C2	C3	C2
13	A2	A3	B3	B2	B2		
14	A2	A2	B2	B2	A3	B3	B2
15	B2	B3	A3	B3	A2	A1	B2
16	B2	B2	B1	B1	B1	B1	C1
17	B2	B1	B1	B1	C1	C1	B1
18	A2	A2	A3	B3	B2	B2	B1
19	B2	C2	B2				
20		B2	B1	B1			
21	C2	C2	B1	B1	A1	A1	B1
22	C1	C1	C1	C1	B1	B2	B1
24		B2	B3	B3			
25		B2	C2	C2	C2	B1	B1
26		B2	C1	C1	C1		
