id	A	B	C	D	E	F	G
1	C1	B1	A1	A1	B2	B2	
2		B2	C1	C1	C1		
4		B2	C2	C2			
5			B2	A2			
6	A1	B1	B1	B2	B2	B1	B1
7	B2	C2	B2	B1	C1	C1	C2
8	B2	A1	A1	A1	A1	A1	B2
9	B2	C2	C2	B2	B2	A1	A1
10		B2	B1	B1			
11	B	B2	A2	A2	A2	A2	B2
12	B2	B3	A3	A3	A2	B2	C2
13	B3	B2	B2	A1	A1	A2	A2
14	B2	A3	A3	A2	B2	B2	B2
15	A2	A2	A2	A1	A2	A3	B3
16	B2	B2	B1	B1	B2	B2	C1
17	B2	B1	B1	B1	C1	C1	B1
18	B1	A1	A2	A2	A2	B2	B2
19	B2	C2	B2				
20		B2	B1	B1			
21	B2	B1	B1	B1	A1	A1	B2
22	C1	C1	C1	C1	B1	B1	B2
24		B2	B3	B3			
25		B2	C2	C2	C2	B1	B1
26		B2	C1	C1	C1		
