id	A	B	C	D	E	F	G
0	B2	B3	B3	B2			
1		B2	C2				
2		B2	A2	A2	A2	A3	
3	B2	B2	B2	B2	A3	A2	B2
4	B2	A1	A1	B1	B2	C2	C2
5	A3	A2	A1	A2	A2	B2	
6	B1	B1	B1	B1	B1	B1	
7	B2	A2	A2	A2	B3	B3	B2
8	B1	B1	A1	A2	A2	A1	A1
9	B1	A2	A2	B2	B2	A2	B2
10	B2	B2	B3	A2	B2		
11			B1	B1			
12	B2	B1	C1	C1	C1	B2	
13	B2	B1	B1	B1	A1	B1	B2
14	B1	A1	B1	B2			
15				B2	B2	B2	B2
16	C1	B1	B2	A1	A1	B1	A2
17	C1	C1	C2	C2	B1	B1	C1
18	B3	C2	C2	B2			
19	B2	C2	C2	C1	C1	C1	C1
20	C2	C2	C2	C2	C2	B2	A3
21	B2	B3	B3	B3	C3	C3	C2
22				B2	B2		
23		B2	B3	B3	A2	A2	
24	B2	B3	B3	B2			
