id	A	B	C	D	E	F	G
0	B2	B2	A2	A2	A2	A2	
1	A1	B2	B2	A2	A3	B3	B3
2	A1	A1	B1	A2	A3	A2	
3	B2	C3	B2	A2	A2	B1	B1
4	A1	A2	A3	A3	A3	B2	C2
5	B2	A1	A1	B2	B2	B2	
6	B2	A1	A1	A1			
7	A2	A1	A2	A2	A1	B1	B2
8	B2	B2	B2	A2	A2		
9	B1	C1	C3	B3	A3	A3	C3
10	B2	C1	C1	C2	C3	C3	B3
11	B1	B1	B1	B1	B2	A2	B2
12	A2	A2	A2	B2	B1	B1	B2
13	B2	C2	C1	C1	C2	C2	B2
14		B2	B1	B1			
15	B2	B1	B1	C2	C2	B2	
16		A1	A1	A1			
17	B2	A3	B2	B2	B2	B2	B2
18	A1	B1	B1	B2			
19	A1	A2	A1	A2	A2	B2	
20	B2	C1	C1	B1	C1	B2	
21	B2	C1	C1	C1	B1	C2	C2
22	B2	B3	B2	A1	A1	B2	B2
23				B2	A3	A3	A3
24		B2	B3	B3	B3	B2	A1
