id	A	B	C	D	E	F	G
3					B2	B2	
4		B2	A1	A1	A1	A1	A1
5		B2	A3	A3	A3	A3	A2
6			B2	B2	B2	B2	B1
7				B2	C2	C2	C2
8			B2	B2	B2	B2	B2
9			B2	B1	B1	B1	B1
11			B	B2	C2	C2	C2
12			A2	A2	A2	A2	B1
13	B2	C1	C1	C1	B2		
14	A2	A1	B1	B2			
15		B	B2	C2	C2		
16				B2	B2		
18	B2	A2	B2	B2	A1	A2	A2
19		B2	B2	C2	C2	B1	B1
20		B2	C3	C3			
22		A1	A1	A1	A1	B2	B2
23		B2	A2	A2			
24			B2	C3	C3		
25				B2	C3	C3	C3
26		B2	B2	B2	B3	B3	A3
27	B2	B1	B1	C1	C2	C2	C2
28	B1	B1	B1				
29			A2	A2			
30		B2	B2	A3	A3	A3	B2
31		B2	A1	A1	A1		
32					B2	A1	A1
