id	A	B	C	D	E	F	G
0		B2	C2	C2			
2			B2	A2	A2	A2	A2
3	B1	B1	B2				
5	B2	A1	A1	B2			
7	B2	B3	A3	B2	B2	B2	B1
8				B1	B1	B1	
9		B	B1	B1	B1	A1	B1
10		B2	B3	B3	A2	A2	A1
11	B2	C2	C2	C1	C1	C2	B2
12	B2	A3	A3	B3	B2	B2	A1
13	B2	C2	C1	C1	C1	C2	C2
14	B2	B3	B3	A2	A2	A2	B2
15	C2	C2	B1	B1	B1	C2	C2
16	B	B2	B3	A2	A1	B1	
17	B2	B3	A3	B3	B2		
19	B1	B2					
20	B	B2	A2	A2	A2	B2	A2
21			B1	B1	B1	B1	A1
22		B1	B1	B1	C1		
23		B1	B1	B2	A2		
24	B2	A3	A2	A1	B2		
25	B2	B1	B1	B1	B1	C2	B2
26	C1	C1	C2	B2	B2	B1	B1
27		B2	B3	B3	C3	C2	
28	B2	C2	B2				
29				B2	B2		
