id	A	B	C	D	E	F	G
1			B2	C1	C1	C1	
2	B2	C3	B3	B3	B3	B2	
3		B2	A3	A3	A3	B3	A3
4	B2	A2	A3	A2			
5	B2	C2	B2				
7		B2	A1	A1	A1		
8		B2	C1	C2			
11		B2	B2	C3	B2		
12		B2	C2	C2			
13	B2	C3	C3	C3	B2		
14	B2	A3	A3				
15	A2	A1	A2	A2	A2	A2	A1
17	B2	C1	C1	C1	C2	B2	C2
18		B2	B2	B1	B1	B1	B1
19	A1	B2					
20			B2	B3			
21			A2	A2	A2		
22		B1	B1				
23	A1	B2					
24		B2	B2				
25	B1	B1	A1	A1	B1	C1	B2
26	B2	B1	B1				
27		B2	C2	C2	C2		
29		B2	B2				
30		B2	B2	A2	B2		
31			B2	C2	C2	C2	
32		B2	C1	C1			
33	B2	A1	A1	B1	A1	A1	B1
34		A2	A2	A2			
35				B2	A3	A3	
