id	A	B	C	D	E	F	G
0		B2	A1	A1	A1	B1	C2
1		B2	C1	C1			
2		B1	A1	A1	B1	C2	C2
3			B2	C1	C1	C1	
4	B2	A2	B2	B2	A2	A2	A2
5	B2	A2	A2	A2	A3	B2	
6	B2	B3	A3	A2	B2		
7	B2	B2	B3	B3	B2	B1	B1
8	B2	C2	B2				
9	B2	B2	B3	B3	B2		
10	B2	A1	A1	B1			
11		B1	B1	B1	C1	B2	C2
12	B1	A1	B1				
13		B2	B1	B1			
14	B2	A2	A2	A2	B2	C3	C2
15	B2	B3	A2	B2	B2	C2	C2
16	B2	A3	B3	A3	B3	A2	B2
17		B	B2	B2	B2	B2	A1
18	B1	B1	B1	B1	B2	B2	B1
19	B2	A2	A1	B1	A1	A1	B2
20	B2	A3	B3	B3	B2	C2	C2
21	B2	B1	C1	B1	B1	C2	C2
22	B2	B1	B1	A1	A1	B2	C2
23	B2	C2	B1	B1	B1	C1	C1
24	B2	A1	A2	A2			
