id	A	B	C	D	E	F	G
2				B2	B2		
3	B2	B1	B1	A1	A2	B2	B3
4	B2	B1	B1	B1	B1	B1	C1
5	B1	A2	A2	A2	A2	A1	B1
6				B2	A1	A1	A1
7	B2	C2	C3	C2			
8		B2	B3	B2			
9	B2	C2	B2	A1	B2	B2	B1
10		B2	B3	B3			
11	B1	B2	B2	B2	A1	B1	B2
12		B2	A2	A2	B2	C2	
13	B2	A3	A3	B3	A3	A2	A2
14		B2	C1	C1	C1	C1	
15	B2	B1	B1	B1			
16	B2	A2	A2	A2	B2		
17		B2	C2	C2			
18		B2	C2	C2	C1		
19		B	B1	B1	B1	A2	
20	C2	C2	B1	B1	B1	B2	B2
21		B1	B1	B1	C1	B2	B2
22			B2	B2	B2	A2	A2
23		B1	B1	B1	B1	B1	C1
24	B	B2	A2				
25		B2	B1	C1	C1		
26		B2	C2	C2			
27	B2	B3	B3	A2	A1	A1	A2
28	B2	C1	C1	B2			
29	B2	C2	C1	C1	B2		
