id	A	B	C	D	E	F	G
0	B2	A3	B3	B2	B1	B2	
1	A1	B1	C1	C1	B2		
2		B2	B1	B1			
3			A2	A2	A2	A2	
4	B2	A3	A3	B2			
5	B2	C2	C3	B3	B3	B3	C2
6	B2	B2	A1	A1	A1	A1	B2
7	B2	C3	C3	B3	A3	B3	A2
8	A2	B3	B3	C2	C2	B2	
9	B2	C3	C3	B3	A2	B1	B1
10	B1	C1	C1	C1	B2		
11	B2	C2	B2	A2	A2	B3	A2
12	B1	B1	C1	C1	C2	B2	B2
13	B2	C2	C2	C2	B1	B1	
14	B2	A2	A3	A2	A3	A3	A2
15	A1	A2	B2	B2	C1	B1	B1
16	B2	B2	C3	B3	B3	A2	
17	B2	B2	B2	B2	C2	B1	A1
18	B2	B2	B2	B2	C2	C1	
19	B2	A2	A1	A1	B1	A1	A1
20	B2	C2	C2	C2	B2		
21	A1	A1	A2	B1	B1		
22			B1	B1	B1	B2	
