id	A	B	C	D	E	F	G
1			B2	B2	B2	B2	B2
2	B2	C3	B3	B3	B3	B3	B3
3		B2	C2	C2	B1	B1	A1
4				B2	B3	B3	B3
6	B2	A2	B2	B2	B2	B2	A1
8				B2	C3	C3	C3
9				B2	B2	B2	B2
11		B2	B2	A1			
12		B2	B2	C3	C3	C3	C2
14			B2	C1	C1	C1	B1
15		B2	B2	B2	B2	B2	B2
16		B2	A2	A2	A3	A3	A3
17					B2	A2	A2
18		B1	B1	B1	B1	C1	
20	A1	B1	B1	B1	B1	B1	C2
21				B2	A3	A3	A3
23	B1	B1	B1	B1	A1	B1	B2
24	A1	A1	B2				
25			A2	A2	A2	A2	C1
26		B2	B2	B2	B3	B3	B3
27			B2	B1	B1	B1	B1
29		A2	A3	A3	A3	A3	A3
30	B2	A3	A2	B1	B1		
31	B	A2	A2	A1	A1	A1	A1
32				B2	C2		
