id	A	B	C	D	E	F	G
0		B2	C3	C3			
1			B2	B2	B2	B2	B2
2		B2	A2	A2	B3	B3	B3
3	A1	B1	B1	B1	B1	A2	A2
4				B2	A2	A2	A2
6	B2	A3	A2	B2	B2	B2	A1
8				B2	C2	C2	C2
9				A2	A1	A1	A1
11		A1	A1				
12		A2	A3	A3	B3	C3	C3
14						A1	A1
15		B2	B2	B2	C2	C2	C2
16			A2	A2	A2	A2	A3
17		A2	A2	B2	B2	B2	B2
18		B2	B2	B2	B2	B1	
20			B2	C2	C2	C2	C2
21			A2	A2	A2	A2	B2
22		B2	C2	C2			
23	B1	B1	B1	B1	A1	B1	B2
24		B2	C1	C1	B1		
25				B2	A3	A3	A3
26			B2	B3	B3	B3	B3
27			A1	A1	A1	A1	A1
29		B2	B2	A3	A3	A3	A3
30	B2	A2	A2	B1			
31			B2	B1	B1	B1	A1
32			B2	B1	B1	B1	B1
