id	A	B	C	D	E	F	G
0	B2	B3	B3	C2	C2		
1	B2	A2	A2	B1	C1	B1	
2	B2	A1	B1	A1	A2	A2	B2
3	C1	C1	C1	B1	B1	B2	A3
4		B2	B2	B2	B2	B2	A2
5	C2	C2	B2	A2	B3	B3	B2
6	B2	A3	B3	B2	B2	B2	B2
7	B2	A2	A2	A2	A2	A1	A1
8	B1	B1	A1	B1			
9	B2	B1	C2	C2	B2	B1	B1
10	B2	A2	A2	B2	C1	B1	B2
11	B2	A2	A1	A1	A2	B2	
12		B2	C2	C2	B2	B1	A1
13	B2	B3	A3	B3	B2	B2	B2
14	B2	C1	B1	B1	B1	C1	B1
15	B2	B1	C2	C3	C2	B2	C2
16	B2	B3	B3	A3	B3	B2	
17	B1	B1	A1	A1	A1		
18	B2	A2	B1	B1	C1	B1	B1
19	B1	B1	B1	A1	A1	A2	A2
20	B2	C2	C2	C2	C1	C1	C2
22	C1	C1	C1	C1	B2		
23	B2	B3	A3	A2	A2	B2	
