id	A	B	C	D	E	F	G
0	A1	A2	A2	B2	A2	A2	B1
1		A2	A2	A3	A2	B2	B2
2	B	B2	B2	B1			
3		B2	B3	B3	B3		
4	B2	B1	B1	B2	A3	A2	B2
5			B2	B1	B1	B1	B1
6			B2	A2	A3	A3	A3
7	B2	A1	A2	B3	B3	B3	
8		B2	C2	C2	C2	C3	
9	B2	A1	A1	A2	B2	B2	A1
10	A1	B1	A1	A2	B2		
11	B2	B2	A3	A3			
12		B1	A1	A1	B2	B3	B2
13	B2	C1	C1	B1	A1	A1	B1
14		B2	B2	B2	A2		
15	B1	B1	B2	A3	A3	A3	B2
16	B2	A3	B3	B2	A2	B2	A1
17	B2	C2	B1	A1			
18	B2	A1	A1	A1	A1		
19		A2	A2	B2	C3	C3	C2
20	B2	C3	C3	C2	C2	C2	B2
21	B2	B2	B2	B3	B3	B3	B2
22	A2	B2	B2	C2	B2		
23	B2	B2	B2	C1	C1	C2	B3
24		B2	A2	A2	A2		
25		B2	A2	A2			
26			B2	A2	A1	A1	
27					B1	B1	
