id	A	B	C	D	E	F	G
0			B2	B2	B2		
1		B2	A1	A1	A2		
2	B2	A2	B2				
3	B2	A2	A2	B2	C1	B1	B2
4	C1	C1	B1	B2	B2	A1	A1
5	B2	B1	C1	C1	C1		
6	B2	A2	A2	B2	B3	B3	C3
7	C2	C2	C2	B1	B2	B2	B2
8			B2	B2			
9	B1	A1	A1	A2	A3	A3	B2
10	B2	B3	A2	B1	B1	C1	
11	B2	C2	C2	B3	B3	A3	B3
12		C1	C1	C1	B2	B3	B3
13	B2	C2	C2	B3	B3	B3	B2
14	B1	B1	B2	B2	B2		
15	B1	B1	A1	A1	B2		
16	B1	B1	A2	A2	A2	B1	C1
17	B2	C2	B1	B1	B1	B1	
18		B1	B1	B1	B2	B2	C1
19	B2	C2	B1	B1	B1		
20	B2	C1	C1	C2	C2	B2	B3
21	B2	A2	A2	A2	A3	A2	
22	B2	A2	A2	A2	A1	B1	
23	B1	B1	B1	A2	A2	A2	B1
24		B2	A1	A1	A1		
