id	A	B	C	D	E	F	G
1				B2	B1	B1	
3				B2	A3	A3	A3
4				B2	A2	A2	
5			B2	B2	B2	B2	B2
6			B2	B1			
7				B2	C2	C2	C2
8				B2	C2		
10		B2	C2	C2			
12		B2	B2	B2	B2	A1	A2
13			A2	A2	A2	A2	
14	B2	C2	B2				
15				B2	B3	B3	
16	B2	C3	B2	B1	B1	B2	B2
17		A2	A3	A3			
19		B2	B2	C2	B3	B3	B2
20			B2	C1	C1	C1	
21		B2	B2	B2	B3	C3	C3
22	B2	A2	A2	B2	C2	B2	B2
23		B2	A1	A1	A1		
24	A1	B1	C2	B1	A1	A1	B1
25		B2	A1	A1	A1		
26	B2	B1	A1	A1	B1	A2	A2
27	B1	B1	B1	B2	B2	A2	A1
28	B2	C3	C3	B2			
29			B2	C3	C3		
30			A2	A2			
31			A2	A2	A2		
32		A1	A1	A1	B3	B3	B3
33		B2	B3	B3			
34				A2	A3	A3	
35	B2	A1	B2	C2	C2	C2	C2
36					B2	C1	C1
37						B2	A1
