id	A	B	C	D	E	F	G
0			B1	B1			
1			B2	A2	A2	A2	B2
2		B2	B2	B2	B2	A1	A1
3	B2	C1	C1				
4	B1	B1	B2	C2	B2		
5			B2	C1	C1	C1	B1
6		B2	C1	B1	B1	B1	A1
7		A2	A2	B2	B2	B2	B2
8					B2	A2	A2
9		B2	C2	B2	A1	B1	B2
10		B2	B3	B3	B3	B3	B3
11				B2	A1	A1	A1
12		B2	B2	B2	B3	B3	B3
13		B2	B2	C2	C3	C3	
14					B2	B2	B2
15		B2	C2	C2	B2	B3	B3
16			A1	A1			
17	A2	A1	A2	B2			
18	B	A2	A2	A2	B2	C2	C2
19	B2	C1	C1	C1	B1	A1	A1
20		B2	C1	C1			
21		B2	A1	A1	A1	B2	
22			A2	A2	A2	B2	
24	B2	A3	A3	A3	A2	A2	
25				B2	B2	B2	B2
26	A1	A1	A1	A1	A1	A1	B1
27			B	B2	C2	C2	C2
28				B2	C2	C2	
29		B2	A1	A1	A1		
