id	A	B	C	D	E	F	G
0	B2	A1	A1	B2	B2		
1	B2	B1	B1				
2	C1	C1	B2	A1	A1	B2	B2
3	B2	B3	B3	B2			
4	C1	C1	C1	B1	B1		
5	B2	B1	A1	A2	A2		
6	B2	A2	A2	A3	B3	C2	C2
7			B2	B2	B2	B3	A3
8	B2	B2	A2	A2	A2	B2	B2
9	B2	A2	A2	B2	B2	A2	A2
10	B2	B1	B1	B1	A2	A2	B2
11	B2	A1	A1	B1	B1	B2	
12	B1	B1	B1	B1	B1	B1	
13	B2	C2	B3	B3	B2	C2	C2
14	B2	C2	B2	B3	B3	B2	B2
15		B2	C2	B2	A2	A2	B1
16		B2	A2	A2	A2	A1	A1
17	B1	B1	C2	C2	C2	B2	
18	B2	B2	B3	B2	C1	C1	B1
19	B2	A3	B3	B2	B2		
20	B2	A3	A3	A2	A2	A2	B2
21		B1	B1				
22	B2	C1	C1	B1			
23		B2	A2	A2	A2	B1	B1
24	B2	B2	B1	B1	C1	C2	C2
25		B2	B3	A3	A3	B3	
