id	A	B	C	D	E	F	G
0		B2	B2	B2	C2	C2	
1			B2	B1	B1	B1	B1
2		B2	B2	B2	B2	B1	B1
4				B2	C2	C2	C2
5	B2	C2	C1	B2	B3	B3	B2
6		B2	B2	C1	B1	B1	A1
7		B2	A1	A1	A1		
8		B2	B2	B2			
9		B2	A2	A2			
10	A2	A2	A2	A2			
11	B1	A1	A2	A2	B3	B2	
12		B2	B2	C2	C2	C3	B3
13				B2	A3	A3	
14			B2	B2	B2	B2	B2
15	B1	C1	C1	C1	B2		
16		B2	A1	A1	B1	B1	B2
17		B2	C1	B1	B1		
18		B2	C1	C1	B2	B3	
19	B2	B2	A2	A3	A2	B2	
20	C2	C1	C1	C2	B2	B1	B2
21			B2	C3	C3	B2	
22	B2	A3	A2	A1	A1	A3	A3
23	B2	A3	A3	B3			
24	B	A2	A2	A2	A2	B3	B2
25	A2	A1	B1	B1	A3	A3	A3
26			B2	C2	C2	C2	
27		B2	A1	A1	A1	A1	
28		B2	C2	C2	C3	B2	A1
29	B2	C3	C3	B2			
30			A2	A2	A2		
