id	A	B	C	D	E	F	G
0				B2	C2	C2	
1	B1	C1	B1				
2				B	B1	B1	B1
4				B2	A3	A3	A3
5	B1	B2					
6		B	B2	C2	C2	C2	B1
7	A1	A1	B2				
10	A2	A2	A2	A2			
11		B2	A1	A1	A1	A2	
12		B2	B2	C2	C3	B3	B3
13				B2	A3	A3	
14			A2	A2	A2	A2	A1
15			B2	C1	C1	C1	
16	B1	B1	A1	B2	B2		
17	B2	C1	C1	C1	B1	B1	
19	B1	A1	A2	A3	A2		
20	C2	C1	C2	C2	B2	B1	C1
21			B2	C3	C3	B2	
22	A1	B2	A2	A1	A1	A1	A2
24	B2	A3	A2	A2	B2	B3	B2
25	A2	A1	B1	B1	A2	A3	B3
26			B2	C2	C2	C2	
27		B2	A1	A1			
28		B2	B2	B2	C2	C2	B2
29	B2	C3	C3	B2			
30			A2	A2	A2		
