id	A	B	C	D	E	F	G
0	B2	B2	A1	A1	A2	A2	B2
1	B1	A1	A2	A3	A3	B3	B2
2	A2	A1	A1	A2	A3	A3	B2
3	A2	B2	B2	B1	C1	C2	C3
4	B2	C1	C1	C1	C1	B1	B2
5		B2	B2	C2	C1	B1	
6	B2	A2	A2	A2	B3	B2	
7	B1	B1	A1	B3	B2		
8	B2	C3	C3	C2	B1	B1	B2
9	A2	A2	B1	B2	C2	C2	B2
10		B2	B2	B2	B2	B2	A1
11	C2	B1	A2	A2	A2	B2	B1
12	B1	B1	C2	B1	B1	B1	B2
13	B2	A3	A2	A2	B2	B3	B2
14			B2	B3	B3	C3	B2
15	B2	C3	C3	C2	C2	C3	B2
16			B1	B1	B1	B1	C2
17		A2	A3	A3	A2	A1	A1
18	A2	A1	A2	A2	A3	B3	B3
21	B1	C2	B2				
22		B2	A3	A3	A3		
23	B1	C1	B1				
24		B2	C1	C1			
25		B2	A1	A1			
