id	A	B	C	D	E	F	G
1		B2	C1	C1	C1		
2	B2	B3	A3	A3	A3	B2	
3	B2	B2	B3	A2	A2	A2	B1
4		B2	C2	C2	C2	B1	B1
6	B2	C2	C2	C1	C1	C1	B2
7		B2	B1	B1			
9		B2	C2	C2	B2	A1	A1
10	C1	B2					
11	B2	A3	B2	B2			
12	B2	B1	B1	B1	B2	B2	
13	B2	B3	B3	B2			
14		B2	B3	B3	B2	C1	C1
15	B1	A2	A2	A2	B1	C1	C2
16	B2	A2	A2	A2	B2	B2	B2
17	B1	B1	C1	C1	B2		
18	C1	C1	B2	B1	B1		
19	B3	B3	B2	B1	B1	B2	A2
20	B2	C2	B2	A1	B1	B1	B1
21	B2	B1	A1	A1	A1	A2	B2
22	B2	B1	B1	A2			
23	B2	A2	A2	B1	B1	B2	B2
24	B2	A3	A3	B2	A2	A2	A2
25		B1	B1	B1	C1	C1	
26	B3	B2	C2	C3	B3	B3	B2
27	B2	B1	B1	B1	A1	C1	C1
