id	A	B	C	D	E	F	G
0					B2	A3	A3
1				B2	A1	A1	A1
3	A1	B2					
5	B2	C1	C1	C1	C2	B3	B3
6	B1	A2	A3	A3	A2	A1	B1
7				B2	A3	A3	A3
8	B3	B3	C3	C2	B3	B2	A2
9		B2	C1	B1	B2	A3	A2
10	B1	B1	A2	A2	A2	B1	C1
11	B1	C1	B1	B1	C2	C2	B2
12		B2	A2	A2			
13			A2	A2	A2	B2	B1
14	C2	A1	A1	A1	A2	B2	C2
15	B1	C2	B2	B2	B1	A1	B2
16			B2	C3	C3	C2	
17	B2	A3	A3	A2	A1	B1	B1
19	B2	C3	C2	B2	B3	B2	B2
20		B2	B2	C3	C3	C3	B2
21			B2	C1	C1	C1	A1
22	A2	A1	A2	B2			
23		B2	A1	A1	A1		
24		B2	A3	A3	A3		
25			B	B2	C2	C2	
26		B2	A1	A1			
27		B2					
28						B2	B3
