id	A	B	C	D	E	F	G
0	B3	A3	A3	A3	A3	A3	B2
1		B2	C1	B1	A1	A1	A1
3		B2	B2	C2	C2	B2	
5	C1	C1	C2	B3	B3	B2	B1
6	A1	B1	B1	C2	C2	B1	A1
7	A2	A3	A3	A3	B2	B1	C1
8	A2	B2	C2	C2	C3	C3	C3
9		B2	C1	C1	C1	B2	A3
10	B1	B1	A2	A2	A2	B3	B3
11	B2	C1	C1	C2	B1	B1	B1
12		B2	A2	A2			
13	B1	A1	A1	A1	A2	A2	B1
14	B2	C3	C2	C2	C2	B1	A1
15	B2	B1	B1	B1	B1		
16			B2	C3	C3	C2	
17	B1	A1	A2	B2	B2	A1	B2
19		B2	B2	B3	B3	B3	B2
20	B2	C3	C3	C3	B2		
21			B2	C1	C1	C1	A1
22	A2	A1	A2	B2			
23			A2	A2	A2	A1	
24		B2	A3	A3	A3		
25			B	B2	C2	C2	
26		B2	A1	A1			
27	B2	A3	A3	A2			
28						B2	B3
