id	A	B	C	D	E	F	G
0	A1	B2	B2				
1	B2	B1	B1	B1	B2		
2	C1	C1	C1	B1	A1	B2	
3		B2	A2	A2	A2	A2	A1
4	B2	A2	A2	A2	B3	B3	A2
5			B2	C1	C1	C1	C2
6	B2	B3	B3	B3	B2	B2	
7	A2	B1	B1	A2	A1	B1	B1
8	B2	B3	A3	B2	B2	A2	A2
9	B2	C2	B2	C2	C2	B2	
10	B3	B2	B2	B2	B2	B2	
11	B1	B1	B1	B2	A1	A1	A1
13	B2	B1	B1	C2	C2	C2	
14	B1	C2	C2	C1	B1		
15	B2	B1	C1	B2	B2	A3	A2
16		B2	B1	B1	A1	A2	
17		B2	B3	B3	C2	C1	C2
18	C1	C1	B1	C1	C1	B2	
19		B2	A1	A1	A1		
20		B2	A1	A1	A1	B1	B1
21			B2	A2	A3	A3	A3
22	B2	B2	B3	A2	B2		
23	B1	B1	B1	B1	B1		
24	B2	B1	B1	B2			
25	B2	A3	A3	B2	B2		
26		B2	C2	C2			
27	B2	B3	B3	B2	B1	B1	B1
28	B2	A2	A2				
