id	A	B	C	D	E	F	G
2			B2	C2	C3	C3	C3
3		B2	A2	A2	A2	A2	A1
4	A1	A2	B3	B3	B2		
5	B2	B1	B1	C1	C2	C2	B2
6				B2	B2	B2	B2
7	B1	B1	C1	B1	B1	A2	A2
8	B2	A3	A3	B2	B2	B2	B2
9	B2	B1	B1	B2	C2	C2	
10	B2	A3	B3	B2	B2	B2	
11	A1	B2	B2				
14	C1	C2	B3	A3	B2	B2	B1
15	B2	A2	A1	A1	B1	C2	C2
16	A2	A2	A1	A2	A2	B2	
17	C2	C2	C2	B3	B3	B3	C2
18	B2	C1	C1	B1	C1	C2	B3
19		B2	A1	A1	A1		
20	B1	B1	A1	B1	B2	B2	A2
21		B2	B3	B3	A2	A3	A2
22		B2	C2	C2	B2	B3	A2
23	B2	B1	B1	B1	B1	B2	
24	B1	B2					
25	B2	B3	A3	B2			
26		B2	C2	C2			
27	C2	C2	B1	B2			
28	B2	A2	B2				
