timestamp,global_step,negotiation_id,sender_vehicle_id,recipient_vehicle_id,role,mechanism_step,agent_offer_number,taskA_id,taskA_ready_time,taskA_due_date,taskA_weight,taskB_id,taskB_ready_time,taskB_due_date,taskB_weight
2026-01-07T11:39:03.692794,1,0,0,7,A,0,1,24,609,872,10,,,,
2026-01-07T11:39:03.729581,1,1,0,1,A,0,1,24,609,872,10,,,,
2026-01-07T11:39:03.774900,1,2,0,6,A,0,1,24,609,872,10,,,,
2026-01-07T11:39:03.849419,1,2,6,0,B,0,1,24,609,872,10,100,870,930,3
2026-01-07T11:39:03.896970,1,3,0,7,A,0,1,55,629,689,16,,,,
2026-01-07T11:39:03.955677,1,3,7,0,B,0,1,55,629,689,16,58,842,902,20
2026-01-07T11:39:04.003564,1,4,0,1,A,0,1,55,629,689,16,,,,
2026-01-07T11:39:04.048994,1,5,0,6,A,0,1,55,629,689,16,,,,
2026-01-07T11:39:04.123261,1,5,6,0,B,0,1,55,629,689,16,100,870,930,3
2026-01-07T11:39:04.170378,1,6,0,5,A,0,1,1,431,911,20,,,,
2026-01-07T11:39:04.194264,1,7,0,2,A,0,1,1,431,911,20,,,,
2026-01-07T11:39:04.218296,1,8,0,4,A,0,1,1,431,911,20,,,,
2026-01-07T11:39:04.245213,1,9,0,1,A,0,1,1,431,911,20,,,,
2026-01-07T11:39:04.328916,1,9,1,0,B,0,1,1,431,911,20,93,789,928,3
2026-01-07T11:39:04.375664,1,10,0,3,A,0,1,96,382,862,26,,,,
2026-01-07T11:39:04.395410,1,11,0,6,A,0,1,96,382,862,26,,,,
2026-01-07T11:39:04.432960,1,12,0,1,A,0,1,96,382,862,26,,,,
2026-01-07T11:39:04.517170,1,12,1,0,B,0,1,96,382,862,26,93,789,928,3
2026-01-07T11:39:04.564386,1,13,0,4,A,0,1,96,382,862,26,,,,
2026-01-07T11:39:04.591168,1,14,0,7,A,0,1,96,382,862,26,,,,
2026-01-07T11:39:04.649285,1,14,7,0,B,0,1,96,382,862,26,58,842,902,20
2026-01-07T11:39:04.696089,1,15,0,2,A,0,1,96,382,862,26,,,,
2026-01-07T11:39:04.719800,1,16,0,5,A,0,1,96,382,862,26,,,,
2026-01-07T11:39:04.744173,1,17,0,6,A,0,1,9,401,461,20,,,,
2026-01-07T11:39:04.815358,1,17,6,0,B,0,1,9,401,461,20,100,870,930,3
2026-01-07T11:39:04.862823,1,18,0,1,A,0,1,9,401,461,20,,,,
2026-01-07T11:39:04.944019,1,18,1,0,B,0,1,9,401,461,20,93,789,928,3
2026-01-07T11:39:04.990868,1,19,0,4,A,0,1,9,401,461,20,,,,
2026-01-07T11:39:05.014859,1,20,0,7,A,0,1,9,401,461,20,,,,
2026-01-07T11:39:05.073013,1,20,7,0,B,0,1,9,401,461,20,58,842,902,20
2026-01-07T11:39:05.119795,1,21,0,5,A,0,1,9,401,461,20,,,,
2026-01-07T11:39:05.143309,1,22,0,3,A,0,1,50,327,807,30,,,,
2026-01-07T11:39:05.162573,1,23,0,1,A,0,1,50,327,807,30,,,,
2026-01-07T11:39:05.246183,1,23,1,0,B,0,1,50,327,807,30,93,789,928,3
2026-01-07T11:39:05.293210,1,24,0,4,A,0,1,50,327,807,30,,,,
2026-01-07T11:39:05.319796,1,25,0,7,A,0,1,50,327,807,30,,,,
2026-01-07T11:39:05.377941,1,25,7,0,B,0,1,50,327,807,30,58,842,902,20
2026-01-07T11:39:05.424796,1,26,0,2,A,0,1,50,327,807,30,,,,
2026-01-07T11:39:05.451564,1,27,0,6,A,0,1,79,382,442,30,,,,
2026-01-07T11:39:05.489902,1,28,0,1,A,0,1,79,382,442,30,,,,
2026-01-07T11:39:05.573204,1,28,1,0,B,0,1,79,382,442,30,93,789,928,3
2026-01-07T11:39:05.618956,1,28,0,1,A,1,2,79,382,442,30,,,,
2026-01-07T11:39:05.619024,1,28,1,0,B,1,2,79,382,442,30,74,675,735,8
2026-01-07T11:39:05.619177,1,28,0,1,A,2,3,79,382,442,30,,,,
2026-01-07T11:39:05.619216,1,28,1,0,B,2,3,79,382,442,30,89,611,897,25
2026-01-07T11:39:05.619343,1,28,0,1,A,3,4,79,382,442,30,,,,
2026-01-07T11:39:05.619377,1,28,1,0,B,3,4,79,382,442,30,60,623,884,17
2026-01-07T11:39:05.619503,1,28,0,1,A,4,5,79,382,442,30,,,,
2026-01-07T11:39:05.619539,1,28,1,0,B,4,5,79,382,442,30,66,570,681,16
2026-01-07T11:39:05.619664,1,28,0,1,A,5,6,79,382,442,30,,,,
2026-01-07T11:39:05.619697,1,28,1,0,B,5,6,79,382,442,30,56,560,673,19
2026-01-07T11:39:05.619812,1,28,0,1,A,6,7,79,382,442,30,,,,
