id	A	B	C	D	E	F	G
0	B2	A3	B2	C2	C2	B2	
1	A1	B2	B1	B1			
2		B2	B2	C3	C3	B2	
3	B2	B2	B2	A2	A3	B3	A2
4	B2	A1	B2	C3	C3	C3	B2
5	B2	C1	C1	C2	C2	C2	
6	A2	A2	A2	B2	A2	A2	B2
7	B2	C2	B2	A2	A1	A1	A2
8	B2	C3	C3	B3	A3	B2	B2
9		B2	A1	A1	B1	C2	C1
11	B2	B2	A3	A3			
12		A2	A2	A2	A2		
13	A2	A2	B3	C2	B2	B3	B2
14		B2	B1	B1	B1	C1	B1
15	B1	B1	A1	B1	B2	B2	B1
16	B2	C2	C3	B2	B2	B1	B2
17	A1	A1	A2	A2	B2		
18	A1	B1	B2	B3	C2	C2	B2
19	B2	A2	A3	A2	B2	B3	B3
20	B1	C1	B1	A1	A1		
21	B2	C1	C1	C1	B1	B2	B3
22			A2	A2	A2	B2	B1
23	B2	C1	C1				
24					B2	A1	A1
