id	A	B	C	D	E	F	G
0	C1	B1	B2				
1	A1	A2	A1	B1	C2	B2	
2	A2	A1	A2	A3	A3	A3	B2
3	A1	A2	A2	B2	B2	B1	B2
4	B1	B2	B2	C3	B2	A2	B2
5			A2	A2	A2	B2	B3
6		B2	B2	B1	A1	A2	A2
7	B1	B1	B1	A1	A1	A1	A2
8			B2	C3	C3	C3	C3
9	B2	C2	B1	B1	B3	B3	B2
10	A2	A2	B1	B1	C2	C2	B2
11	B2	B2	B1	A2	A2	B1	B2
12		B2	C2	C2	B2	B3	
13	A2	A1	B1	B2	A3	B2	
14		B2	A3	A3	A3	B2	C2
15	B1	C1	B1	A1	A2	A1	A2
16	B2	C3	C3	B3	A3	B3	C3
17	A2	A1	B1	C1	C1	C1	C2
18	B2	A3	A2	A2	A2		
19	B2	C1	C1	C1	C1		
20	B3	B2	A1	B3	B3	B3	C1
21		B2	B2	B2			
22		B2	A1	A1	A1	B1	
23	B2	C3	C3	C3	B2	A1	B1
