id	A	B	C	D	E	F	G
5				B2	B3	B3	B3
6						A1	A1
7				A2	A1	A1	
8				B2	C2	C2	C2
10		B2	A1	A1	A1	A1	A2
11			B2	B2	B2	B2	A2
12	B2	A3	A3	B3	C3	B3	B2
13		B2	A3	A3	A3		
17	A2	A1	A2				
18	B2	A2	A2	A1	B2	B2	B2
19		B2	A2	A2	B3	B3	A3
20	A1	A2	A2	A2	B2		
22			A2	A2			
23	B2	C1	C1	C1	C1	C2	B2
24	B	A2	A2	A2	B2	C2	C1
25		B2	C2	C2	C2	C2	B3
26		B2	B3	B3	B2	B1	
27	B2	C3	C2	B3	B3	A2	B1
28		B2	B2	C2	C2	B2	C3
29	B1	B1	B1	A1	A1	B1	C1
30		B	B2	C2	C2		
31		B2	C3	C3			
32			B2	C3	C3		
33	B2	B1	B2	C3	C3	C3	B3
34		B2	A1	A1	A1		
