id	A	B	C	D	E	F	G
0			B2	C1	C1	C1	
1				B2	A1	A1	
2				B2	C3	C3	C3
3			B2	B2	B3	B3	B3
4				B2	A3	A3	
5			B2	B2	B2	B2	
6		B2	B2	A2	A2	A3	A1
7		B2	B2	C2	C2		
8			B1	B1	B1	B1	B1
9	A1	B2	C3	C3	B2	A1	B2
10	B1	C1	B1				
13			B2	B1	B1		
14		B2	B2	B2	B2	B1	B1
15	B2	B1	B2	C3	C3	B2	B2
17		B2	A1	A1			
18	B2	C2	B2				
19	B1	B1	A1	A2	B2	B1	B2
20		B2	C3	C3			
21	B2	C3	C3	B3	B3	B3	B2
22		B2	C1	C1	B2	B2	B2
23	B2	A3	A2	A2	A2	A2	A1
24		B2	B2	B2	B2	B2	A3
25	B2	C1	C1	C1	C2	C2	C1
26	B2	C1	C1	C1	B2		
27		B2	B3	B3	A3	A3	
28	B2	C3	C3	C3	B2	B2	A1
29	B2	A2	A2	A1	A1	A2	B3
