id	A	B	C	D	E	F	G
0	B2	A1	A1	A1	A2	B1	B1
1	B2	C1	C1	B2	B2		
2	B2	C2	C2	C1	C1	C1	
3	B2	B3	B3	B3	B2		
4	B2	B2	B3	B3	C3	C2	C2
5	B2	A2	A3	A2	B1	B1	
6	B1	B1	B1	A1	A1	B2	B2
7	B2	A2	A2	A2	B2		
8	B1	B1	B1				
9	B2	C2	C2	B1	B1	B2	B2
10	B1	B1	A2	A2	B2	C2	C2
11	B2	B2	B2	B3	B2	B1	B1
12		B2	A1	A1	A1	A1	B1
13	B2	A3	A3	B3	B2		
14	B1	B1	C2	C2	C1	C1	C1
15	B1	B2	A2	A2	A2	B2	
16	B2	A2	A2	A2	A2	B2	C2
17	B2	A2	A2	B2	B3	B3	B3
18	B2	A2	A2	A2	B2	B1	B1
19	B2	A1	A1	B1	C1	B2	
20	B2	C2	B2				
21	B1	B1	B1	B1	B1	C2	C2
22	B2	A2	A2	A3	B3	B2	
23	B2	A1	A1	B1	A1	B1	C1
24			B2	B2			
