id	A	B	C	D	E	F	G
0			A2	A2	A2	A1	
1			B2	B1			
3			B2	C1	C1	C1	A1
5	A2	B3	C2	C2	B2		
6	B1	C1	C2	C3	C3	B2	A2
7			B2	B2	B2	B2	B2
8		B2	C2	C2			
9			B1	B1	B1	B2	C3
10	C1	C1	C2	B3	B2	B2	B1
11		B2	A1	A1	A1	A3	B3
12			A2	A2	A2	A2	C2
13	B1	B1	A1	A2	B3	B3	A2
15		B2	B2	B2	C2	C2	C2
16		B2	A1	A1	A1		
17	B1	A1	B1	B1	B1	A3	B2
18	B2	C3	C3	B2			
19		B2	B2	B2	B1	B2	B3
20	B	A2	A2	A2			
21	B2	C3	C2	C2			
22		B2	B2	B1			
23	A2	A1	B2	B3	B2	B1	A2
24	B2	C1	C1	B1	A1	B2	
25	B2	A3	A3	A2			
26		B2	A3	A3	A3	A2	B1
27				B2	B3	B3	B3
28		B2	B3	B3	A2	A2	A2
29	B1	A1	B2				
